month,zone,division,station_code,loading_in_mt,earning_in_rs_cr,unloading_in_mt
2022-04,EC,SPJ,LSI,0.0,0.0,0.0336
2022-04,EC,SPJ,MHL,0.0026,0.4607,0.0686
2022-04,EC,SPJ,MKPR,0.0038,0.2261,0.0525
2022-04,EC,SPJ,RGH,0.0039,0.7697,0.0497
2022-04,EC,SPJ,RIGA,0.0,0.0,0.0422
2022-04,EC,SPJ,RXL,0.0032,0.1857,0.169
2022-04,EC,SPJ,SBM,0.0059,0.5873,0.0604
2022-04,EC,SPJ,SHC,0.0273,3.0728,0.0619
2022-04,EC,SPJ,SKI,0.0,0.0,0.045
2022-04,EC,SPJ,SMI,0.0,0.0,0.0495
2022-04,EC,SPJ,SRGR,0.0,0.0,0.0128
2022-04,EC,SPJ,SRSI,0.0,0.0,0.016
2022-04,EC,SPJ,TPSM,0.0,0.0,0.1858
2022-04,EC,SPJ,TRS,0.0026,0.1412,0.0566
2022-04,ECO,KUR,ACTR,1.1236,128.9486,0.0
2022-04,ECO,KUR,ANGL,0.0,0.0,0.0021
2022-04,ECO,KUR,ASGN,0.0155,1.6574,0.0456
2022-04,ECO,KUR,BBMT,0.5201,45.9832,0.0
2022-04,ECO,KUR,BCMT,0.6018,60.8428,0.0
2022-04,ECO,KUR,BHC,0.0,0.0,0.0293
2022-04,ECO,KUR,BSTC,0.3257,21.8033,0.0
2022-04,ECO,KUR,CBSP,1.0457,93.9247,0.1211
2022-04,ECO,KUR,CBT,0.0,0.0,0.0041
2022-04,ECO,KUR,CTC,0.0,0.0,0.0917
2022-04,ECO,KUR,DATR,0.182,11.0527,0.0
2022-04,ECO,KUR,DBCS,0.3781,27.6099,0.0
2022-04,ECO,KUR,DDIP,0.0,0.0,0.4325
2022-04,ECO,KUR,DDSP,0.0632,3.2378,0.0
2022-04,ECO,KUR,DNKL,0.0,0.0,0.0263
2022-04,ECO,KUR,DNM,0.0488,4.0049,0.0228
2022-04,ECO,KUR,DPCB,1.8632,166.0432,1.0783
2022-04,ECO,KUR,FDBR,0.0395,4.9798,0.0
2022-04,ECO,KUR,GADH,0.0081,0.3984,0.0015
2022-04,ECO,KUR,GPLC,0.2727,23.2402,0.0223
2022-04,ECO,KUR,HLBK,0.0,0.0,0.0107
2022-04,ECO,KUR,HND,0.0316,1.6646,0.008
2022-04,ECO,KUR,HPPK,0.008,0.4708,0.0
2022-04,ECO,KUR,ICCC,0.0,0.0,0.0113
2022-04,ECO,KUR,IOSP,0.1025,21.1098,0.0
2022-04,ECO,KUR,IPCP,0.0494,5.5121,0.0
2022-04,ECO,KUR,IREL,0.0,0.0,0.209
2022-04,ECO,KUR,JJKR,0.0028,0.2991,0.017
2022-04,ECO,KUR,JNP,0.0055,1.0228,0.0592
2022-04,ECO,KUR,JSLS,0.0276,5.3337,0.1114
2022-04,ECO,KUR,JSPK,0.2139,27.2034,0.7812
2022-04,ECO,KUR,KIS,0.0,0.0,0.0292
2022-04,ECO,KUR,KPJG,0.0,0.0,0.0031
2022-04,ECO,KUR,KPXR,0.008,0.3911,0.0027
2022-04,ECO,KUR,KUR,0.004,0.7247,0.014
2022-04,ECO,KUR,LMGT,0.6613,14.4532,0.0
2022-04,ECO,KUR,LRST,0.0038,0.2551,0.0
2022-04,ECO,KUR,LSST,0.6422,62.2671,0.0
2022-04,ECO,KUR,MBMB,0.4859,62.6242,1.1403
2022-04,ECO,KUR,MCS,0.0,0.0,0.0786
2022-04,ECO,KUR,MFPB,0.0,0.0,0.0082
2022-04,ECO,KUR,MGBK,0.0313,0.6289,0.2483
2022-04,ECO,KUR,MGCT,0.221,20.0441,0.0
2022-04,ECO,KUR,MNKT,0.0,0.0,0.7255
2022-04,ECO,KUR,MOIB,0.0041,0.2161,0.1551
2022-04,ECO,KUR,NEYT,0.0,0.0,0.0487
2022-04,ECO,KUR,NRG,0.0918,3.82,0.0068
2022-04,ECO,KUR,NYG,0.2417,28.1348,0.0
2022-04,ECO,KUR,PEQP,0.0,0.0,0.792
2022-04,ECO,KUR,PICP,0.0408,4.821,0.2339
2022-04,ECO,KUR,PMIP,0.0602,8.0736,0.0
2022-04,ECO,KUR,PPAP,0.3913,28.9342,2.3507
2022-04,ECO,KUR,PPGP,0.0702,8.493,0.0
2022-04,ECO,KUR,PPSM,0.0,0.0,0.0041
2022-04,ECO,KUR,PPTG,0.0,0.0,0.0404
2022-04,ECO,KUR,PPTP,0.1799,7.7275,0.0
2022-04,ECO,KUR,PRNR,0.0799,6.5291,0.0445
2022-04,ECO,KUR,PRPL,0.1064,16.8593,0.0
2022-04,ECO,KUR,RCLH,0.0219,1.5187,0.0341
2022-04,ECO,KUR,RJGR,0.0408,3.4941,0.0275
2022-04,ECO,KUR,SBCT,1.6738,159.2095,0.0
2022-04,ECO,KUR,SCPM,0.021,2.9122,0.2418
2022-04,ECO,KUR,SKND,0.1354,11.7338,0.0631
2022-04,ECO,KUR,SLRD,0.0056,0.326,0.0
2022-04,ECO,KUR,SSMT,0.0357,3.7336,0.0
2022-04,ECO,KUR,TMKA,0.0405,4.0743,0.0
2022-04,ECO,KUR,TSLJ,0.2619,39.1108,0.7672
2022-04,ECO,SBP,BLGR,0.0056,0.6798,0.0108
2022-04,ECO,SBP,BLSN,0.0388,4.7375,0.019
2022-04,ECO,SBP,BPSL,0.2417,24.0621,0.6088
2022-04,ECO,SBP,BRGA,0.0073,0.8263,0.0013
2022-04,ECO,SBP,CFDS,0.0456,4.3381,0.0593
2022-04,ECO,SBP,DJX,0.0114,1.3369,0.0037
2022-04,ECO,SBP,DKLU,0.0089,0.2251,0.0
2022-04,ECO,SBP,HIWS,0.0206,0.5138,0.025
2022-04,ECO,SBP,HKG,0.0055,0.4145,0.003
2022-04,ECO,SBP,IMFT,0.0,0.0,0.004
2022-04,ECO,SBP,JNRD,0.0055,0.9107,0.005
2022-04,ECO,SBP,KBJ,0.0166,0.7197,0.0017
2022-04,ECO,SBP,KMK,0.0329,3.1674,0.0
2022-04,ECO,SBP,KRAR,0.0027,0.5554,0.0098
2022-04,ECO,SBP,KSNG,0.0027,0.2768,0.0336
2022-04,ECO,SBP,MAAL,0.0583,3.0606,0.1506
2022-04,ECO,SBP,MAIL,0.333,41.6233,0.0
2022-04,ECO,SBP,MANE,0.0,0.0,0.0084
2022-04,ECO,SBP,MAVB,0.1081,5.5565,0.3491
2022-04,ECO,SBP,MVAA,0.1491,11.2469,0.4967
2022-04,ECO,SBP,OFB,0.0013,0.3008,0.0
2022-04,ECO,SBP,RGL,0.0,0.0,0.0172
2022-04,ECO,SBP,SBPY,0.0192,1.0487,0.0182
2022-04,ECO,SBP,SEBD,0.0,0.0,0.5046
2022-04,ECO,SBP,SMER,0.023,1.2823,0.0901
2022-04,ECO,SBP,SSN,0.0031,0.1134,0.0
2022-04,ECO,WAT,BDXX,0.0,0.0,0.1073
2022-04,ECO,WAT,CCJS,0.0548,5.552,0.1596
2022-04,ECO,WAT,CFVS,0.2037,23.366,0.0
2022-04,ECO,WAT,CHE,0.0191,2.0638,0.0104
2022-04,ECO,WAT,CPP,0.0243,1.9512,0.0
2022-04,ECO,WAT,CRPD,0.0577,12.0245,0.0
2022-04,ECO,WAT,GRBL,0.0071,0.46,0.0
2022-04,ECO,WAT,HPCV,0.1026,12.9121,0.0
2022-04,ECO,WAT,JDB,0.0027,0.5108,0.1427
2022-04,ECO,WAT,JYP,0.0054,0.9369,0.0239
2022-04,ECO,WAT,KKGM,0.2527,12.5616,0.0
2022-04,ECO,WAT,KPL,0.0,0.0,0.0675
2022-04,ECO,WAT,KRDL,0.136,17.2339,0.0
2022-04,ECO,WAT,KRPU,0.0013,0.1434,0.004
2022-04,ECO,WAT,MGPV,1.3864,148.7056,0.5632
2022-04,ECO,WAT,MUAT,0.1667,20.0396,0.0778
2022-04,ECO,WAT,NALW,0.0,0.0,0.0419
2022-04,ECO,WAT,NLOD,0.1412,16.1692,0.107
2022-04,ECO,WAT,NMAG,0.0,0.0,0.037
2022-04,ECO,WAT,NMDB,1.1901,136.0683,0.0
2022-04,ECO,WAT,NMVK,0.6262,79.0148,0.0
2022-04,ECO,WAT,PDT,0.0027,0.0732,0.0
2022-04,ECO,WAT,PGFV,0.0188,0.8291,0.0
2022-04,ECO,WAT,PGSA,0.0,0.0,0.0223
2022-04,ECO,WAT,PSPG,0.0068,0.8075,0.0171
2022-04,ECO,WAT,RGDA,0.0058,0.4963,0.0151
2022-04,ECO,WAT,STDV,0.0,0.0,1.0411
2022-04,ECO,WAT,VBL,0.0121,1.2254,0.0028
2022-04,ECO,WAT,VGSD,0.4339,61.02,0.0
2022-04,ECO,WAT,VNCW,0.0,0.0,0.0214
2022-04,ECO,WAT,VPMS,0.0,0.0,0.171
2022-04,ECO,WAT,VPTG,0.0,0.0,0.7221
2022-04,ECO,WAT,VSPS,0.1326,2.771,0.8275
2022-04,ECO,WAT,VSPV,0.2943,38.5957,0.0
2022-04,ECO,WAT,VZM,0.0,0.0,0.0079
2022-04,ECO,WAT,VZP,0.5141,62.4504,0.5855
2022-04,ECO,WAT,VZPB,0.0186,2.382,0.0027
2022-04,ECO,WAT,VZPS,0.0,0.0,0.0273
2022-04,ER,ASN,ASN,0.0,0.0,0.1232
2022-04,ER,ASN,BCDL,0.0926,9.9648,0.0
2022-04,ER,ASN,BCME,0.0,0.0,0.085
2022-04,ER,ASN,BCQ,0.0,0.0,0.1134
2022-04,ER,ASN,BJSP,0.2191,28.1403,0.0
2022-04,ER,ASN,BTPC,0.0,0.0,0.3724
2022-04,ER,ASN,CCSJ,0.0036,0.2691,0.0
2022-04,ER,ASN,CTDI,0.015,2.2546,0.0169
2022-04,ER,ASN,DBCP,0.0565,3.8634,0.0
2022-04,ER,ASN,DCOP,0.0,0.0,0.0955
2022-04,ER,ASN,DFCI,0.0,0.0,0.0041
2022-04,ER,ASN,DGCW,0.0532,2.4987,0.0676
2022-04,ER,ASN,DGHR,0.0,0.0,0.0033
2022-04,ER,ASN,DGR,0.0,0.0,0.1144
2022-04,ER,ASN,DGTP,0.0,0.0,0.0966
2022-04,ER,ASN,DMGS,0.0,0.0,0.0041
2022-04,ER,ASN,DSEY,0.1501,24.7454,0.7009
2022-04,ER,ASN,DSTP,0.0,0.0,0.4687
2022-04,ER,ASN,DUMK,0.0392,2.5856,0.0262
2022-04,ER,ASN,GSDD,0.0571,3.7163,0.0
2022-04,ER,ASN,HZH,0.3025,17.3643,0.0
2022-04,ER,ASN,ICML,0.1634,11.3385,0.0
2022-04,ER,ASN,IOCR,0.0,0.0,0.0027
2022-04,ER,ASN,JNCN,0.027,1.7526,0.0
2022-04,ER,ASN,JSME,0.0014,0.2375,0.0462
2022-04,ER,ASN,MCSP,0.046,3.9902,0.0
2022-04,ER,ASN,MDP,0.0,0.0,0.0112
2022-04,ER,ASN,MFCP,0.0243,1.8967,0.0
2022-04,ER,ASN,MLTC,0.0137,0.4818,0.0502
2022-04,ER,ASN,MMMT,0.0,0.0,0.0603
2022-04,ER,ASN,MSSL,0.0,0.0,0.2053
2022-04,ER,ASN,MTPS,0.0,0.0,0.9373
2022-04,ER,ASN,MUW,0.0038,0.2206,0.0
2022-04,ER,ASN,MVCS,0.0011,0.0448,0.0
2022-04,ER,ASN,NLCP,0.035,2.5845,0.0
2022-04,ER,ASN,NMCL,0.0238,4.7753,0.0
2022-04,ER,ASN,PECP,0.0861,4.8606,0.1117
2022-04,ER,ASN,PFPD,0.047,3.2952,0.0285
2022-04,ER,ASN,PMCS,0.1453,13.619,0.0
2022-04,ER,ASN,PMLR,0.0493,5.6369,0.0684
2022-04,ER,ASN,POCP,0.4089,36.0589,0.0
2022-04,ER,ASN,PSBP,0.8591,52.2884,0.0
2022-04,ER,ASN,PSCE,0.0791,13.2963,0.0
2022-04,ER,ASN,PSEC,0.047,9.0857,0.0
2022-04,ER,ASN,RNG,0.0,0.0,0.0362
2022-04,ER,ASN,SCOB,0.302,30.9826,0.0
2022-04,ER,ASN,SCU,0.1909,34.2844,0.0
2022-04,ER,ASN,SRBS,0.0076,0.6601,0.0929
2022-04,ER,ASN,SSAP,0.1243,12.2283,0.0
2022-04,ER,ASN,SSPL,0.0025,0.3452,0.1874
2022-04,ER,ASN,SURI,0.0,0.0,0.0355
2022-04,ER,ASN,TOP,0.0032,0.0618,0.1536
2022-04,ER,ASN,UDL,0.0001,0.0043,0.0038
2022-04,ER,ASN,UKA,0.0,0.0,0.0032
2022-04,ER,ASN,VDS,0.0038,0.2424,0.0
2022-04,ER,CPT,C,0.0289,2.5517,0.1347
2022-04,ER,HWH,BDC,0.0,0.0,0.0264
2022-04,ER,HWH,BHAE,0.0059,0.8253,0.0
2022-04,ER,HWH,BLY,0.0115,1.5751,0.0
2022-04,ER,HWH,BTMT,0.0,0.0,0.086
2022-04,ER,HWH,BWN,0.0,0.0,0.0579
2022-04,ER,HWH,CTR,0.0561,3.1401,0.0
2022-04,ER,HWH,DFSD,0.0,0.0,0.0352
2022-04,ER,HWH,DKAE,0.0,0.0,0.2748
2022-04,ER,HWH,HRNS,0.042,2.7807,0.0
2022-04,ER,HWH,HWHG,0.0,0.0,0.0099
2022-04,ER,HWH,KSIK,0.0139,1.105,0.0
2022-04,ER,HWH,MUCL,0.0205,1.025,0.1106
2022-04,ER,HWH,MUG,0.0,0.0,0.0018
2022-04,ER,HWH,PKRW,0.0469,3.9802,0.0
2022-04,ER,HWH,PKRX,0.056,4.0789,0.0
2022-04,ER,HWH,PKRY,0.1303,11.489,0.0
2022-04,ER,HWH,PKRZ,0.1399,10.2954,0.0
2022-04,ER,HWH,PRGR,0.0483,3.1464,0.0
2022-04,ER,HWH,RJPS,0.0318,2.1815,0.0
2022-04,ER,HWH,RPH,0.0028,0.1122,0.0008
2022-04,ER,HWH,RSCS,0.037,2.7075,0.0
2022-04,ER,HWH,SNT,0.0108,1.4014,0.043
2022-04,ER,HWH,SRP,0.0,0.0,0.0296
2022-04,ER,HWH,SSYS,0.0,0.0,0.0949
2022-04,ER,HWH,TAK,0.0025,0.0782,0.0173
2022-04,ER,HWH,TBAE,0.0,0.0,0.0098
2022-04,ER,HWH,TIT,0.0027,0.0755,0.0
2022-04,ER,HWH,TKSS,0.0218,1.8271,0.0
2022-04,ER,HWH,WBPC,0.8964,36.1909,0.0
2022-04,ER,MLDT,BHW,0.0499,3.5877,0.0
2022-04,ER,MLDT,BKGS,0.0379,2.9818,0.0
2022-04,ER,MLDT,BKIR,0.0803,6.2494,0.0
2022-04,ER,MLDT,BKLE,0.0344,2.5803,0.0
2022-04,ER,MLDT,BKMT,0.0633,6.6408,0.0
2022-04,ER,MLDT,BPSH,0.0591,4.4586,0.0
2022-04,ER,MLDT,CMX,0.0008,0.0421,0.0
2022-04,ER,MLDT,DGLE,0.0,0.0,0.0033
2022-04,ER,MLDT,DMSJ,0.0,0.0,0.0323
2022-04,ER,MLDT,FSTP,0.0,0.0,0.6258
2022-04,ER,MLDT,GZM,0.0025,0.1667,0.0404
2022-04,ER,MLDT,JMSY,0.0,0.1029,0.0003
2022-04,ER,MLDT,LLCR,0.1073,1.1976,0.0
2022-04,ER,MLDT,MCCS,0.1238,8.3871,0.1239
2022-04,ER,MLDT,MLDT,0.0028,0.0507,0.1109
2022-04,ER,MLDT,MSQS,0.0213,1.524,0.0
2022-04,ER,MLDT,MZC,0.0822,5.3001,0.0
2022-04,ER,MLDT,NTKS,0.0686,5.1842,0.6881
2022-04,ER,MLDT,PACT,0.0839,3.5782,0.0679
2022-04,ER,MLDT,PCLS,0.0236,1.4558,0.0
2022-04,ER,MLDT,PPT,0.0055,0.5421,0.0
2022-04,ER,MLDT,PQLB,0.0271,2.1345,0.0
2022-04,ER,MLDT,PSPM,0.0223,1.7516,0.5646
2022-04,ER,MLDT,QSBK,0.021,1.7243,0.0
2022-04,ER,MLDT,RJL,0.0159,1.2171,0.0
2022-04,ER,MLDT,SBG,0.0605,4.2312,0.0
2022-04,ER,MLDT,SBGG,0.0422,2.8013,0.0224
2022-04,ER,MLDT,SLJ,0.0503,3.2937,0.0
2022-04,ER,MLDT,SLJG,0.0035,0.3129,0.0
2022-04,ER,MLDT,SSGS,0.0453,2.9456,0.0
2022-04,ER,MLDT,TJPS,0.0412,2.8215,0.0
2022-04,ER,MLDT,TKLE,0.0,0.0,0.0447
2022-04,ER,MLDT,TPH,0.0052,0.4022,0.0
2022-04,ER,SDAH,BFTL,0.0,0.1857,0.0
2022-04,ER,SDAH,BGBG,0.0016,0.2073,0.0098
2022-04,ER,SDAH,BLN,0.0098,0.1899,0.0233
2022-04,ER,SDAH,BNJ,0.0026,0.1109,0.0113
2022-04,ER,SDAH,BPPS,0.0,0.0,0.0118
2022-04,ER,SDAH,BT,0.0073,0.226,0.0305
2022-04,ER,SDAH,CED,0.0,0.0,0.0773
2022-04,ER,SDAH,CEDC,0.0025,1.0899,0.0282
2022-04,ER,SDAH,CFDI,0.0,0.0,0.0496
2022-04,ER,SDAH,CP,0.0,0.0,0.036
2022-04,ER,SDAH,CSZ,0.0,0.0,0.064
2022-04,ER,SDAH,CTKR,0.0378,6.0109,0.0728
2022-04,ER,SDAH,ESCL,0.0,0.0,0.0405
2022-04,ER,SDAH,HPKB,0.0,0.0,0.0367
2022-04,ER,SDAH,KNJ,0.0033,0.0644,0.0746
2022-04,ER,SDAH,MCES,0.0,0.0,0.2477
2022-04,ER,SDAH,MHBS,0.0,0.0,0.0364
2022-04,ER,SDAH,NACC,0.0,0.0,0.0537
2022-04,ER,SDAH,NH,0.002,0.3432,0.0046
2022-04,ER,SDAH,SGV,0.0,0.0,0.0561
2022-04,ER,SDAH,TGH,0.0206,3.5591,0.0
2022-04,KR,KAWR,HPCT,0.0489,6.6029,0.0027
2022-04,KR,KAWR,KAWR,0.0,0.0,0.0055
2022-04,KR,KAWR,MAO,0.0,0.0,0.0
2022-04,KR,KAWR,MLPB,0.0073,1.0154,0.005
2022-04,KR,KAWR,MMRT,0.0529,10.3086,0.0
2022-04,KR,KAWR,SL,0.0312,2.2887,0.0291
2022-04,KR,KAWR,UD,0.0,0.0,0.0192
2022-04,KR,KAWR,UPCL,0.0,0.0,0.1622
2022-04,KR,KAWR,VEN,0.0011,0.2695,0.0454
2022-04,KR,RN,KOL,0.0322,2.45,0.0312
2022-04,KR,RN,RN,0.0423,5.55,0.0109
2022-04,KR,RN,ZARP,0.0,0.0,0.0038
2022-04,NC,AGRA,AH,0.0113,0.3087,0.0014
2022-04,NC,AGRA,AJH,0.0,0.0,0.0015
2022-04,NC,AGRA,BPOL,0.0,0.0,0.0181
2022-04,NC,AGRA,DHO,0.005,1.0179,0.0168
2022-04,NC,AGRA,FAB,0.0,0.0,0.0063
2022-04,NC,AGRA,FGSG,0.0,0.0,0.0221
2022-04,NC,AGRA,GVH,0.0034,0.1248,0.0
2022-04,NC,AGRA,ICDY,0.0061,1.0423,0.0187
2022-04,NC,AGRA,IOCG,0.2926,37.6056,0.0026
2022-04,NC,AGRA,JAB,0.0,0.0,0.1287
2022-04,NC,AGRA,KBP,0.0,0.0,0.0466
2022-04,NC,AGRA,KSV,0.0,0.0,0.0037
2022-04,NC,AGRA,MTJ,0.0105,0.266,0.0419
2022-04,NC,AGRA,RAH,0.0052,0.7835,0.0
2022-04,NC,AGRA,SHLK,0.0027,0.1472,0.0053
2022-04,NC,JHS,AIT,0.0066,0.4458,0.0
2022-04,NC,JHS,ARI,0.0038,0.3321,0.0
2022-04,NC,JHS,BJI,0.0172,0.763,0.0
2022-04,NC,JHS,BNDA,0.0,0.0,0.0097
2022-04,NC,JHS,BPCR,0.0,0.0,0.0475
2022-04,NC,JHS,BWR,0.0103,0.7255,0.0
2022-04,NC,JHS,BZM,0.0044,0.501,0.0308
2022-04,NC,JHS,CNH,0.0027,0.2064,0.0
2022-04,NC,JHS,DAA,0.0088,1.5391,0.0034
2022-04,NC,JHS,DBA,0.0146,1.719,0.0068
2022-04,NC,JHS,DCPG,0.1429,8.2952,0.121
2022-04,NC,JHS,GRM,0.0113,0.5484,0.0
2022-04,NC,JHS,HPP,0.0,0.0,0.0036
2022-04,NC,JHS,HPTR,0.2662,29.7467,0.0364
2022-04,NC,JHS,ICDM,0.0087,1.1918,0.0202
2022-04,NC,JHS,KBR,0.021,1.658,0.0
2022-04,NC,JHS,KHJ,0.0071,0.2909,0.0
2022-04,NC,JHS,KRQ,0.0038,0.2882,0.0
2022-04,NC,JHS,LAR,0.0405,6.6682,0.0098
2022-04,NC,JHS,LPGU,0.1216,5.7324,0.496
2022-04,NC,JHS,MBA,0.0,0.0,0.0141
2022-04,NC,JHS,MLAR,0.0,0.0,0.0029
2022-04,NC,JHS,MRA,0.0343,6.4486,0.0061
2022-04,NC,JHS,NEW,0.0054,1.0809,0.0035
2022-04,NC,JHS,ORAI,0.0,0.0,0.017
2022-04,NC,JHS,PLBR,0.0,0.0,0.0363
2022-04,NC,JHS,PRIL,0.0,0.0,0.0213
2022-04,NC,JHS,RRU,0.0184,4.0511,0.0809
2022-04,NC,JHS,TKMG,0.0351,5.8911,0.0
2022-04,NC,JHS,UPSG,0.0,0.0,0.3718
2022-04,NC,JHS,VGLB,0.0085,0.442,0.0375
2022-04,NC,PRYJ,ALJN,0.0,0.0,0.0638
2022-04,NC,PRYJ,ARIK,0.0,0.0,0.0446
2022-04,NC,PRYJ,CAR,0.0196,1.3499,0.0143
2022-04,NC,PRYJ,CHL,0.0057,0.2945,0.0
2022-04,NC,PRYJ,CPA,0.0078,0.4364,0.0033
2022-04,NC,PRYJ,CPC,0.0053,1.0662,0.1418
2022-04,NC,PRYJ,DER,0.0,0.0,0.0
2022-04,NC,PRYJ,ETAH,0.0082,1.3121,0.032
2022-04,NC,PRYJ,ETW,0.0,0.0,0.0326
2022-04,NC,PRYJ,FCSC,0.0,0.0,0.0134
2022-04,NC,PRYJ,FTP,0.0082,1.3878,0.0191
2022-04,NC,PRYJ,FZD,0.0,0.0,0.0135
2022-04,NC,PRYJ,HGJ,0.0,0.0,0.1019
2022-04,NC,PRYJ,HRF,0.0,0.0,0.0086
2022-04,NC,PRYJ,HSLN,0.0,0.0,0.0086
2022-04,NC,PRYJ,ICDD,0.1827,14.5281,0.1607
2022-04,NC,PRYJ,ICDG,0.0207,3.3122,0.0291
2022-04,NC,PRYJ,IDGJ,0.0109,1.9819,0.0473
2022-04,NC,PRYJ,IOCS,0.0,0.0,0.0312
2022-04,NC,PRYJ,IOPK,0.0,0.0,0.0557
2022-04,NC,PRYJ,JPCC,0.0027,0.2374,0.0122
2022-04,NC,PRYJ,KRJ,0.0082,0.3072,0.0028
2022-04,NC,PRYJ,LPGK,0.0,0.0,0.0204
2022-04,NC,PRYJ,MJAC,0.024,1.2191,0.0486
2022-04,NC,PRYJ,MKFP,0.0423,2.8033,0.0
2022-04,NC,PRYJ,MKPP,0.0206,3.548,0.0503
2022-04,NC,PRYJ,MNF,0.0,0.0,0.0012
2022-04,NC,PRYJ,MNQ,0.0,0.0,0.0276
2022-04,NC,PRYJ,MUNU,0.0,0.0,0.1598
2022-04,NC,PRYJ,MWH,0.0,0.0,0.0082
2022-04,NC,PRYJ,MZP,0.0189,3.2771,0.0273
2022-04,NC,PRYJ,NTCD,0.0,0.0,0.5781
2022-04,NC,PRYJ,NYN,0.0162,2.9896,0.0833
2022-04,NC,PRYJ,PBCP,0.0775,5.8214,0.005
2022-04,NC,PRYJ,PHSH,0.0,0.0,0.3625
2022-04,NC,PRYJ,PNKD,0.0171,2.1053,0.0331
2022-04,NC,PRYJ,PNKR,0.0,0.0,0.0222
2022-04,NC,PRYJ,PNPP,0.0,0.0,0.0125
2022-04,NC,PRYJ,PNRR,0.0027,0.0736,0.0029
2022-04,NC,PRYJ,PPGS,0.0,0.0,0.477
2022-04,NC,PRYJ,RUB,0.0,0.0,0.0018
2022-04,NC,PRYJ,SATP,0.0,0.0,0.0215
2022-04,NC,PRYJ,SBDR,0.0079,1.4076,0.0054
2022-04,NC,PRYJ,SFG,0.0,0.0,0.0131
2022-04,NC,PRYJ,SKB,0.0025,0.4816,0.0183
2022-04,NC,PRYJ,SKGH,0.0197,1.4941,0.0
2022-04,NC,PRYJ,TDL,0.0157,0.7125,0.0001
2022-04,NC,PRYJ,UCLB,0.0842,4.6533,0.0
2022-04,NC,PRYJ,UTCH,0.0,0.0,0.0407
2022-04,NE,BSB,AMH,0.0,0.0,0.0417
2022-04,NE,BSB,BPOB,0.0,0.0,0.0888
2022-04,NE,BSB,CC,0.0263,4.657,0.0
2022-04,NE,BSB,CHPG,0.0,0.0,0.0669
2022-04,NE,BSB,DEOS,0.0108,2.3351,0.0976
2022-04,NE,BSB,GMUV,0.0,0.0,0.0056
2022-04,NE,BSB,GTST,0.0,0.0,0.046
2022-04,NE,BSB,HTW,0.0,0.0,0.0478
2022-04,NE,BSB,IAA,0.0,0.0,0.0288
2022-04,NE,BSB,KHM,0.0224,3.9726,0.1084
2022-04,NE,BSB,LRD,0.0,0.0,0.0078
2022-04,NE,BSB,MAU,0.0,0.0,0.041
2022-04,NE,BSB,MBS,0.015,0.6477,0.0
2022-04,NE,BSB,MSGS,0.0091,1.6244,0.0043
2022-04,NE,BSB,MW,0.0,0.0,0.0185
2022-04,NE,BSB,NDJ,0.0045,0.1163,0.0444
2022-04,NE,BSB,PEP,0.0,0.0,0.0426
2022-04,NE,BSB,POU,0.0085,0.6985,0.0195
2022-04,NE,BSB,SANR,0.0338,6.4242,0.0041
2022-04,NE,BSB,SV,0.0,0.0,0.1508
2022-04,NE,IZN,BHI,0.0083,1.2396,0.0
2022-04,NE,IZN,BLQR,0.0054,1.0406,0.0
2022-04,NE,IZN,BPZ,0.004,0.9074,0.0
2022-04,NE,IZN,BSUR,0.0,0.0,0.0232
2022-04,NE,IZN,CPML,0.0,0.0,0.0236
2022-04,NE,IZN,FBD,0.0053,0.9876,0.0349
2022-04,NE,IZN,HLDD,0.0191,2.0942,0.0
2022-04,NE,IZN,KIFH,0.0144,2.5935,0.0316
2022-04,NE,IZN,KPV,0.0146,3.1283,0.047
2022-04,NE,IZN,KSJ,0.0,0.0,0.0036
2022-04,NE,IZN,LIOC,0.0,0.0,0.021
2022-04,NE,IZN,LKU,0.0135,0.3153,0.0
2022-04,NE,IZN,PBE,0.0186,2.9902,0.0058
2022-04,NE,IZN,RUPC,0.0195,4.1999,0.1158
2022-04,NE,IZN,SCIC,0.0234,2.1241,0.0343
2022-04,NE,IZN,SZN,0.0027,0.4491,0.0
2022-04,NE,IZN,TPU,0.0027,0.1742,0.0
2022-04,NE,IZN,UJH,0.0245,3.8175,0.0193
2022-04,NE,LJN,ANDN,0.0,0.0,0.021
2022-04,NE,LJN,BKT,0.0027,0.7376,0.0006
2022-04,NE,LJN,BLP,0.008,1.2901,0.0232
2022-04,NE,LJN,BPCG,0.0,0.0,0.0606
2022-04,NE,LJN,BST,0.0185,2.7493,0.0936
2022-04,NE,LJN,BUW,0.0,0.0,0.0014
2022-04,NE,LJN,BVN,0.0,0.0,0.0032
2022-04,NE,LJN,BXM,0.0003,0.0071,0.001
2022-04,NE,LJN,CLW,0.0158,3.3509,0.0506
2022-04,NE,LJN,DDW,0.0,0.0,0.0003
2022-04,NE,LJN,FBWG,0.0012,0.072,0.0027
2022-04,NE,LJN,GDK,0.0732,12.8544,0.0108
2022-04,NE,LJN,GK,0.008,1.732,0.0253
2022-04,NE,LJN,HURN,0.0067,0.3415,0.0
2022-04,NE,LJN,JEA,0.019,3.8755,0.0792
2022-04,NE,LJN,KB,0.0053,0.9154,0.01
2022-04,NE,LJN,KEA,0.0,0.0,0.0623
2022-04,NE,LJN,KLD,0.0078,1.4931,0.0441
2022-04,NE,LJN,MGIS,0.0,0.0,0.0777
2022-04,NE,LJN,MLN,0.0,0.0,0.0003
